filename,label
milk_0_1.jpg,1
milk_1_10.jpg,1
milk_2_100.jpg,1
milk_3_11.jpg,1
milk_4_12.jpg,1
milk_5_13.jpg,1
milk_6_14.jpg,1
milk_7_15.jpg,1
milk_8_16.jpg,1
milk_9_17.jpg,1
milk_10_18.jpg,1
milk_11_19.jpg,1
milk_12_2.jpg,1
milk_13_20.jpg,1
milk_14_22.jpg,1
milk_15_23.jpg,1
milk_16_24.jpg,1
milk_17_25.jpg,1
milk_18_26.jpg,1
milk_19_27.jpg,1
milk_20_28.jpg,1
milk_21_29.jpg,1
milk_22_3.jpg,1
milk_23_30.jpg,1
milk_24_31.jpg,1
milk_25_32.jpg,1
milk_26_33.jpg,1
milk_27_34.jpg,1
milk_28_35.jpg,1
milk_29_36.jpg,1
milk_30_37.jpg,1
milk_31_38.jpg,1
milk_32_39.jpg,1
milk_33_4.jpg,1
milk_34_40.jpg,1
milk_35_41.jpg,1
milk_36_42.jpg,1
milk_37_43.jpg,1
milk_38_44.jpg,1
milk_39_45.jpg,1
milk_40_46.jpg,1
milk_41_47.jpg,1
milk_42_48.jpg,1
milk_43_49.jpg,1
milk_44_5.jpg,1
milk_45_50.jpg,1
milk_46_51.jpg,1
milk_47_52.jpg,1
milk_48_53.jpg,1
milk_49_54.jpg,1
milk_50_55.jpg,1
milk_51_56.jpg,1
milk_52_57.jpg,1
milk_53_58.jpg,1
milk_54_59.jpg,1
milk_55_6.jpg,1
milk_56_60.jpg,1
milk_57_61.jpg,1
milk_58_62.jpg,1
milk_59_63.jpg,1
milk_60_64.jpg,1
milk_61_65.jpg,1
milk_62_66.jpg,1
milk_63_67.jpg,1
milk_64_68.jpg,1
milk_65_69.jpg,1
milk_66_7.jpg,1
milk_67_70.jpg,1
milk_68_71.jpg,1
milk_69_72.jpg,1
milk_70_73.jpg,1
milk_71_74.jpg,1
milk_72_75.jpg,1
milk_73_76.jpg,1
milk_74_77.jpg,1
milk_75_78.jpg,1
milk_76_79.jpg,1
milk_77_8.jpg,1
milk_78_80.jpg,1
milk_79_81.jpg,1
milk_80_82.jpg,1
milk_81_83.jpg,1
milk_82_84.jpg,1
milk_83_85.jpg,1
milk_84_86.jpg,1
milk_85_87.jpg,1
milk_86_88.jpg,1
milk_87_89.jpg,1
milk_88_9.jpg,1
milk_89_90.jpg,1
milk_90_91.jpg,1
milk_91_92.jpg,1
milk_92_93.jpg,1
milk_93_94.jpg,1
milk_94_95.jpg,1
milk_95_97.jpg,1
milk_96_99.jpg,1
non_milk_0_1.jpg,0
non_milk_1_10.jpg,0
non_milk_2_100.jpg,0
non_milk_3_11.jpg,0
non_milk_4_12.jpg,0
non_milk_5_13.jpg,0
non_milk_6_14.jpg,0
non_milk_7_15.jpg,0
non_milk_8_16.jpg,0
non_milk_9_17.jpg,0
non_milk_10_18.jpg,0
non_milk_11_19.jpg,0
non_milk_12_2.jpg,0
non_milk_13_20.jpg,0
non_milk_14_22.jpg,0
non_milk_15_23.jpg,0
non_milk_16_24.jpg,0
non_milk_17_25.jpg,0
non_milk_18_26.jpg,0
non_milk_19_27.jpg,0
non_milk_20_28.jpg,0
non_milk_21_29.jpg,0
non_milk_22_3.jpg,0
non_milk_23_30.jpg,0
non_milk_24_31.jpg,0
non_milk_25_32.jpg,0
non_milk_26_33.jpg,0
non_milk_27_34.jpg,0
non_milk_28_35.jpg,0
non_milk_29_36.jpg,0
non_milk_30_37.jpg,0
non_milk_31_38.jpg,0
non_milk_32_39.jpg,0
non_milk_33_4.jpg,0
non_milk_34_40.jpg,0
non_milk_35_41.jpg,0
non_milk_36_43.jpg,0
non_milk_37_44.jpg,0
non_milk_38_45.jpg,0
non_milk_39_46.jpg,0
non_milk_40_47.jpg,0
non_milk_41_48.jpg,0
non_milk_42_49.jpg,0
non_milk_43_5.jpg,0
non_milk_44_50.jpg,0
non_milk_45_51.jpg,0
non_milk_46_52.jpg,0
non_milk_47_53.jpg,0
non_milk_48_54.jpg,0
non_milk_49_55.jpg,0
non_milk_50_56.jpg,0
non_milk_51_57.jpg,0
non_milk_52_58.jpg,0
non_milk_53_59.jpg,0
non_milk_54_6.jpg,0
non_milk_55_60.jpg,0
non_milk_56_61.jpg,0
non_milk_57_62.jpg,0
non_milk_58_64.jpg,0
non_milk_59_65.jpg,0
non_milk_60_66.jpg,0
non_milk_61_67.jpg,0
non_milk_62_68.jpg,0
non_milk_63_69.jpg,0
non_milk_64_7.jpg,0
non_milk_65_70.jpg,0
non_milk_66_71.jpg,0
non_milk_67_72.jpg,0
non_milk_68_73.jpg,0
non_milk_69_74.jpg,0
non_milk_70_75.jpg,0
non_milk_71_76.jpg,0
non_milk_72_77.jpg,0
non_milk_73_78.jpg,0
non_milk_74_79.jpg,0
non_milk_75_8.jpg,0
non_milk_76_80.jpg,0
non_milk_77_81.jpg,0
non_milk_78_82.jpg,0
non_milk_79_83.jpg,0
non_milk_80_85.jpg,0
non_milk_81_86.jpg,0
non_milk_82_87.jpg,0
non_milk_83_88.jpg,0
non_milk_84_89.jpg,0
non_milk_85_9.jpg,0
non_milk_86_90.jpg,0
non_milk_87_91.jpg,0
non_milk_88_92.jpg,0
non_milk_89_93.jpg,0
non_milk_90_94.jpg,0
non_milk_91_95.jpg,0
non_milk_92_96.jpg,0
non_milk_93_97.jpg,0
non_milk_94_98.jpg,0
non_milk_95_99.jpg,0
